Timestamp_Offset,Kinematic_Metric,Calculated_Value,Safety_Classification
2000.45,frontal_plane_knee_projection_angle,12.92,YELLOW
2000.48,knee_flexion_depth,63.43,YELLOW
2000.48,frontal_plane_knee_projection_angle,1.19,YELLOW
2000.51,knee_flexion_depth,9.22,YELLOW
2000.51,frontal_plane_knee_projection_angle,13.41,YELLOW
2000.54,knee_flexion_depth,65.06,YELLOW
2000.54,frontal_plane_knee_projection_angle,7.18,YELLOW
2000.57,knee_flexion_depth,8.59,YELLOW
2000.57,frontal_plane_knee_projection_angle,11.54,YELLOW
2000.6,knee_flexion_depth,68.04,YELLOW
2000.6,frontal_plane_knee_projection_angle,7.83,YELLOW
2000.63,knee_flexion_depth,22.5,YELLOW
2000.63,frontal_plane_knee_projection_angle,13.07,YELLOW
2000.66,knee_flexion_depth,73.2,YELLOW
2000.66,frontal_plane_knee_projection_angle,6.1,YELLOW
2000.69,knee_flexion_depth,17.79,YELLOW
2000.69,frontal_plane_knee_projection_angle,10.12,YELLOW
2000.72,knee_flexion_depth,72.96,YELLOW
2000.72,frontal_plane_knee_projection_angle,0.21,YELLOW
2000.75,knee_flexion_depth,53.02,YELLOW
2000.75,frontal_plane_knee_projection_angle,12.59,YELLOW
2000.78,knee_flexion_depth,73.99,YELLOW
2000.78,frontal_plane_knee_projection_angle,7.91,YELLOW
2000.81,knee_flexion_depth,59.79,YELLOW
2000.81,frontal_plane_knee_projection_angle,11.72,YELLOW
2000.84,knee_flexion_depth,71.43,YELLOW
2000.84,frontal_plane_knee_projection_angle,3.98,YELLOW
2000.87,knee_flexion_depth,31.35,YELLOW
2000.87,frontal_plane_knee_projection_angle,13.07,YELLOW
2000.9,knee_flexion_depth,73.02,YELLOW
2000.9,frontal_plane_knee_projection_angle,9.74,YELLOW
2000.93,knee_flexion_depth,47.18,YELLOW
2000.93,frontal_plane_knee_projection_angle,12.05,YELLOW
2000.96,knee_flexion_depth,66.28,YELLOW
2000.96,frontal_plane_knee_projection_angle,7.3,YELLOW
2000.99,knee_flexion_depth,18.11,YELLOW
2000.99,frontal_plane_knee_projection_angle,10.54,YELLOW
2001.02,knee_flexion_depth,65.28,YELLOW
2001.02,frontal_plane_knee_projection_angle,2.84,YELLOW
2001.05,knee_flexion_depth,21.27,YELLOW
2001.05,frontal_plane_knee_projection_angle,11.14,YELLOW
2001.08,knee_flexion_depth,60.63,YELLOW
2001.08,frontal_plane_knee_projection_angle,0.18,YELLOW
2001.11,knee_flexion_depth,59.23,YELLOW
2001.11,frontal_plane_knee_projection_angle,12.1,YELLOW
2001.14,knee_flexion_depth,65.73,YELLOW
2001.14,frontal_plane_knee_projection_angle,6.73,YELLOW
2001.17,knee_flexion_depth,16.98,YELLOW
2001.17,frontal_plane_knee_projection_angle,14.65,YELLOW
2001.2,knee_flexion_depth,71.72,YELLOW
2001.2,frontal_plane_knee_projection_angle,0.89,YELLOW
2001.23,knee_flexion_depth,27.93,YELLOW
2001.23,frontal_plane_knee_projection_angle,14.31,YELLOW
2001.26,knee_flexion_depth,74.08,YELLOW
2001.26,frontal_plane_knee_projection_angle,4.63,YELLOW
2001.29,knee_flexion_depth,38.68,YELLOW
2001.29,frontal_plane_knee_projection_angle,10.82,YELLOW
2001.32,knee_flexion_depth,74.77,YELLOW
2001.32,frontal_plane_knee_projection_angle,2.29,YELLOW
2001.35,knee_flexion_depth,56.76,YELLOW
2001.35,frontal_plane_knee_projection_angle,13.18,YELLOW
2001.38,knee_flexion_depth,69.06,YELLOW
2001.38,frontal_plane_knee_projection_angle,5.08,YELLOW
2001.41,knee_flexion_depth,17.66,YELLOW
2001.41,frontal_plane_knee_projection_angle,10.86,YELLOW
2001.44,knee_flexion_depth,63.29,YELLOW
2001.44,frontal_plane_knee_projection_angle,1.85,YELLOW
2001.47,knee_flexion_depth,47.8,YELLOW
2001.47,frontal_plane_knee_projection_angle,11.72,YELLOW
2001.5,knee_flexion_depth,60.86,YELLOW
2001.5,frontal_plane_knee_projection_angle,9.59,YELLOW
2001.53,knee_flexion_depth,53.52,YELLOW
2001.53,frontal_plane_knee_projection_angle,14.55,YELLOW
2001.56,knee_flexion_depth,74.82,YELLOW
2001.56,frontal_plane_knee_projection_angle,1.72,YELLOW
2001.59,knee_flexion_depth,26.75,YELLOW
2001.59,frontal_plane_knee_projection_angle,13.72,YELLOW
2001.62,knee_flexion_depth,70.37,YELLOW
2001.62,frontal_plane_knee_projection_angle,1.52,YELLOW
2001.65,knee_flexion_depth,49.79,YELLOW
2001.65,frontal_plane_knee_projection_angle,11.1,YELLOW
2001.68,knee_flexion_depth,63.33,YELLOW
2001.68,frontal_plane_knee_projection_angle,5.32,YELLOW
2001.71,knee_flexion_depth,37.55,YELLOW
2001.71,frontal_plane_knee_projection_angle,12.84,YELLOW
2001.74,knee_flexion_depth,61.36,YELLOW
2001.74,frontal_plane_knee_projection_angle,8.69,YELLOW
2001.77,knee_flexion_depth,19.58,YELLOW
2001.77,frontal_plane_knee_projection_angle,10.63,YELLOW
2001.8,knee_flexion_depth,73.24,YELLOW
2001.8,frontal_plane_knee_projection_angle,9.46,YELLOW
2001.83,knee_flexion_depth,52.33,YELLOW
2001.83,frontal_plane_knee_projection_angle,13.97,YELLOW
2001.86,knee_flexion_depth,69.76,YELLOW
2001.86,frontal_plane_knee_projection_angle,5.45,YELLOW
2001.89,knee_flexion_depth,9.78,YELLOW
2001.89,frontal_plane_knee_projection_angle,12.0,YELLOW
2001.92,knee_flexion_depth,65.55,YELLOW
2001.92,frontal_plane_knee_projection_angle,2.57,YELLOW
2001.95,knee_flexion_depth,44.72,YELLOW
2001.95,frontal_plane_knee_projection_angle,12.43,YELLOW
2001.98,knee_flexion_depth,61.21,YELLOW
2001.98,frontal_plane_knee_projection_angle,2.18,YELLOW
2002.01,knee_flexion_depth,42.51,YELLOW
2002.01,frontal_plane_knee_projection_angle,10.37,YELLOW
2002.04,knee_flexion_depth,72.68,YELLOW
2002.04,frontal_plane_knee_projection_angle,4.9,YELLOW
2002.07,knee_flexion_depth,31.38,YELLOW
2002.07,frontal_plane_knee_projection_angle,12.9,YELLOW
2002.1,knee_flexion_depth,72.29,YELLOW
2002.1,frontal_plane_knee_projection_angle,3.44,YELLOW
2002.13,knee_flexion_depth,42.22,YELLOW
2002.13,frontal_plane_knee_projection_angle,12.77,YELLOW
2002.16,knee_flexion_depth,63.98,YELLOW
2002.16,frontal_plane_knee_projection_angle,8.7,YELLOW
2002.19,knee_flexion_depth,48.78,YELLOW
2002.19,frontal_plane_knee_projection_angle,13.23,YELLOW
2002.22,knee_flexion_depth,72.67,YELLOW
2002.22,frontal_plane_knee_projection_angle,8.59,YELLOW
2002.25,knee_flexion_depth,43.89,YELLOW
2002.25,frontal_plane_knee_projection_angle,14.1,YELLOW
2002.28,knee_flexion_depth,70.39,YELLOW
2002.28,frontal_plane_knee_projection_angle,6.73,YELLOW
2002.31,knee_flexion_depth,38.96,YELLOW
2002.31,frontal_plane_knee_projection_angle,13.69,YELLOW
2002.34,knee_flexion_depth,62.36,YELLOW
2002.34,frontal_plane_knee_projection_angle,8.72,YELLOW
2002.37,knee_flexion_depth,52.86,YELLOW
2002.37,frontal_plane_knee_projection_angle,10.14,YELLOW
2002.4,knee_flexion_depth,72.3,YELLOW
2002.4,frontal_plane_knee_projection_angle,1.28,YELLOW
2002.43,knee_flexion_depth,23.4,YELLOW
2002.43,frontal_plane_knee_projection_angle,13.64,YELLOW
2002.46,knee_flexion_depth,62.4,YELLOW
2002.46,frontal_plane_knee_projection_angle,8.1,YELLOW
2002.49,knee_flexion_depth,50.68,YELLOW
2002.49,frontal_plane_knee_projection_angle,12.49,YELLOW
2002.52,knee_flexion_depth,60.1,YELLOW
2002.52,frontal_plane_knee_projection_angle,2.84,YELLOW
2002.55,knee_flexion_depth,38.87,YELLOW
2002.55,frontal_plane_knee_projection_angle,14.81,YELLOW
2002.58,knee_flexion_depth,69.41,YELLOW
2002.58,frontal_plane_knee_projection_angle,2.57,YELLOW
2002.61,knee_flexion_depth,39.81,YELLOW
2002.61,frontal_plane_knee_projection_angle,12.65,YELLOW
2002.64,knee_flexion_depth,71.62,YELLOW
2002.64,frontal_plane_knee_projection_angle,1.06,YELLOW
2002.67,knee_flexion_depth,46.78,YELLOW
2002.67,frontal_plane_knee_projection_angle,12.65,YELLOW
2002.7,knee_flexion_depth,74.35,YELLOW
2002.7,frontal_plane_knee_projection_angle,3.38,YELLOW
2002.73,knee_flexion_depth,39.73,YELLOW
2002.73,frontal_plane_knee_projection_angle,14.57,YELLOW
2002.76,knee_flexion_depth,61.53,YELLOW
2002.76,frontal_plane_knee_projection_angle,9.28,YELLOW
2002.79,knee_flexion_depth,42.76,YELLOW
2002.79,frontal_plane_knee_projection_angle,10.33,YELLOW
2002.82,knee_flexion_depth,64.48,YELLOW
2002.82,frontal_plane_knee_projection_angle,7.01,YELLOW
2002.85,knee_flexion_depth,8.7,YELLOW
2002.85,frontal_plane_knee_projection_angle,12.85,YELLOW
2002.88,knee_flexion_depth,65.15,YELLOW
2002.88,frontal_plane_knee_projection_angle,6.15,YELLOW
2002.91,knee_flexion_depth,7.51,YELLOW
2002.91,frontal_plane_knee_projection_angle,14.27,YELLOW
2002.94,knee_flexion_depth,74.5,YELLOW
2002.94,frontal_plane_knee_projection_angle,9.59,YELLOW
2002.97,knee_flexion_depth,46.16,YELLOW
2002.97,frontal_plane_knee_projection_angle,10.64,YELLOW
2003.0,knee_flexion_depth,71.3,YELLOW
2003.0,frontal_plane_knee_projection_angle,0.24,YELLOW
2003.03,knee_flexion_depth,6.21,YELLOW
2003.03,frontal_plane_knee_projection_angle,11.59,YELLOW
2003.06,knee_flexion_depth,67.28,YELLOW
2003.06,frontal_plane_knee_projection_angle,7.63,YELLOW
2003.09,knee_flexion_depth,42.51,YELLOW
2003.09,frontal_plane_knee_projection_angle,12.18,YELLOW
2003.12,knee_flexion_depth,64.08,YELLOW
2003.12,frontal_plane_knee_projection_angle,9.87,YELLOW
2003.15,knee_flexion_depth,28.4,YELLOW
2003.15,frontal_plane_knee_projection_angle,12.21,YELLOW
2003.18,knee_flexion_depth,62.44,YELLOW
2003.18,frontal_plane_knee_projection_angle,7.87,YELLOW
2003.21,knee_flexion_depth,43.08,YELLOW
2003.21,frontal_plane_knee_projection_angle,11.08,YELLOW
2003.24,knee_flexion_depth,61.23,YELLOW
2003.24,frontal_plane_knee_projection_angle,6.74,YELLOW
2003.27,knee_flexion_depth,40.93,YELLOW
2003.27,frontal_plane_knee_projection_angle,11.34,YELLOW
2003.3,knee_flexion_depth,74.17,YELLOW
2003.3,frontal_plane_knee_projection_angle,1.5,YELLOW
2003.33,knee_flexion_depth,28.74,YELLOW
2003.33,frontal_plane_knee_projection_angle,14.62,YELLOW
2003.36,knee_flexion_depth,66.25,YELLOW
2003.36,frontal_plane_knee_projection_angle,6.32,YELLOW
2003.39,knee_flexion_depth,26.83,YELLOW
2003.39,frontal_plane_knee_projection_angle,11.34,YELLOW
2003.42,knee_flexion_depth,74.66,YELLOW
2003.42,frontal_plane_knee_projection_angle,4.05,YELLOW
2003.45,knee_flexion_depth,54.09,YELLOW
2003.45,frontal_plane_knee_projection_angle,11.13,YELLOW
2003.48,knee_flexion_depth,63.18,YELLOW
2003.48,frontal_plane_knee_projection_angle,0.31,YELLOW
2003.51,knee_flexion_depth,40.78,YELLOW
2003.51,frontal_plane_knee_projection_angle,11.81,YELLOW
2003.54,knee_flexion_depth,72.88,YELLOW
2003.54,frontal_plane_knee_projection_angle,4.68,YELLOW
2003.57,knee_flexion_depth,58.15,YELLOW
2003.57,frontal_plane_knee_projection_angle,10.91,YELLOW
2003.6,knee_flexion_depth,72.94,YELLOW
2003.6,frontal_plane_knee_projection_angle,7.69,YELLOW
2003.63,knee_flexion_depth,47.32,YELLOW
2003.63,frontal_plane_knee_projection_angle,14.14,YELLOW
2003.66,knee_flexion_depth,71.34,YELLOW
2003.66,frontal_plane_knee_projection_angle,6.2,YELLOW
2003.69,knee_flexion_depth,12.21,YELLOW
2003.69,frontal_plane_knee_projection_angle,10.16,YELLOW
2003.72,knee_flexion_depth,73.72,YELLOW
2003.72,frontal_plane_knee_projection_angle,6.1,YELLOW
2003.75,knee_flexion_depth,48.73,YELLOW
2003.75,frontal_plane_knee_projection_angle,12.36,YELLOW
2003.78,knee_flexion_depth,61.75,YELLOW
2003.78,frontal_plane_knee_projection_angle,1.24,YELLOW
2003.81,knee_flexion_depth,42.64,YELLOW
2003.81,frontal_plane_knee_projection_angle,12.11,YELLOW
2003.84,knee_flexion_depth,62.99,YELLOW
2003.84,frontal_plane_knee_projection_angle,4.87,YELLOW
2003.87,knee_flexion_depth,8.53,YELLOW
2003.87,frontal_plane_knee_projection_angle,12.85,YELLOW
2003.9,knee_flexion_depth,64.01,YELLOW
2003.9,frontal_plane_knee_projection_angle,7.9,YELLOW
2003.93,knee_flexion_depth,22.04,YELLOW
2003.93,frontal_plane_knee_projection_angle,12.23,YELLOW
2003.96,knee_flexion_depth,60.17,YELLOW
2003.96,frontal_plane_knee_projection_angle,0.72,YELLOW
2003.99,knee_flexion_depth,26.55,YELLOW
2003.99,frontal_plane_knee_projection_angle,12.35,YELLOW
2004.02,knee_flexion_depth,68.94,YELLOW
2004.02,frontal_plane_knee_projection_angle,2.89,YELLOW
2004.05,knee_flexion_depth,43.15,YELLOW
2004.05,frontal_plane_knee_projection_angle,14.21,YELLOW
2004.08,knee_flexion_depth,71.62,YELLOW
2004.08,frontal_plane_knee_projection_angle,0.39,YELLOW
2004.11,knee_flexion_depth,31.38,YELLOW
2004.11,frontal_plane_knee_projection_angle,10.51,YELLOW
2004.14,knee_flexion_depth,63.61,YELLOW
2004.14,frontal_plane_knee_projection_angle,9.77,YELLOW
2004.17,knee_flexion_depth,12.82,YELLOW
2004.17,frontal_plane_knee_projection_angle,12.44,YELLOW
2004.2,knee_flexion_depth,69.21,YELLOW
2004.2,frontal_plane_knee_projection_angle,6.95,YELLOW
2004.23,knee_flexion_depth,35.72,YELLOW
2004.23,frontal_plane_knee_projection_angle,10.05,YELLOW
2004.26,knee_flexion_depth,64.86,YELLOW
2004.26,frontal_plane_knee_projection_angle,5.13,YELLOW
2004.29,knee_flexion_depth,9.82,YELLOW
2004.29,frontal_plane_knee_projection_angle,11.72,YELLOW
2004.32,knee_flexion_depth,60.49,YELLOW
2004.32,frontal_plane_knee_projection_angle,0.78,YELLOW
2004.35,knee_flexion_depth,26.79,YELLOW
2004.35,frontal_plane_knee_projection_angle,10.65,YELLOW
2004.38,knee_flexion_depth,68.46,YELLOW
2004.38,frontal_plane_knee_projection_angle,6.83,YELLOW
2004.41,knee_flexion_depth,48.95,YELLOW
2004.41,frontal_plane_knee_projection_angle,10.98,YELLOW
2004.44,knee_flexion_depth,62.5,YELLOW
2004.44,frontal_plane_knee_projection_angle,1.04,YELLOW
2004.47,knee_flexion_depth,39.94,YELLOW
2004.47,frontal_plane_knee_projection_angle,13.46,YELLOW
2004.5,knee_flexion_depth,60.47,YELLOW
2004.5,frontal_plane_knee_projection_angle,9.27,YELLOW
2004.53,knee_flexion_depth,7.85,YELLOW
2004.53,frontal_plane_knee_projection_angle,12.65,YELLOW
2004.56,knee_flexion_depth,70.57,YELLOW
2004.56,frontal_plane_knee_projection_angle,8.62,YELLOW
2004.59,knee_flexion_depth,44.2,YELLOW
2004.59,frontal_plane_knee_projection_angle,13.93,YELLOW
2004.62,knee_flexion_depth,65.06,YELLOW
2004.62,frontal_plane_knee_projection_angle,8.07,YELLOW
2004.65,knee_flexion_depth,9.4,YELLOW
2004.65,frontal_plane_knee_projection_angle,14.38,YELLOW
2004.68,knee_flexion_depth,68.16,YELLOW
2004.68,frontal_plane_knee_projection_angle,8.09,YELLOW
2004.71,knee_flexion_depth,29.83,YELLOW
2004.71,frontal_plane_knee_projection_angle,13.15,YELLOW
2004.74,knee_flexion_depth,67.84,YELLOW
2004.74,frontal_plane_knee_projection_angle,7.24,YELLOW
2004.77,knee_flexion_depth,9.48,YELLOW
2004.77,frontal_plane_knee_projection_angle,10.3,YELLOW
2004.8,knee_flexion_depth,63.68,YELLOW
2004.8,frontal_plane_knee_projection_angle,1.58,YELLOW
2004.83,knee_flexion_depth,52.86,YELLOW
2004.83,frontal_plane_knee_projection_angle,11.07,YELLOW
2004.86,knee_flexion_depth,74.54,YELLOW
2004.86,frontal_plane_knee_projection_angle,3.34,YELLOW
2004.89,knee_flexion_depth,15.0,YELLOW
2004.89,frontal_plane_knee_projection_angle,13.87,YELLOW
2004.92,knee_flexion_depth,69.81,YELLOW
2004.92,frontal_plane_knee_projection_angle,4.93,YELLOW
2004.95,knee_flexion_depth,35.49,YELLOW
2004.95,frontal_plane_knee_projection_angle,13.52,YELLOW
2004.98,knee_flexion_depth,63.4,YELLOW
2004.98,frontal_plane_knee_projection_angle,9.86,YELLOW
2005.01,knee_flexion_depth,58.52,YELLOW
2005.01,frontal_plane_knee_projection_angle,13.19,YELLOW
2005.04,knee_flexion_depth,62.97,YELLOW
2005.04,frontal_plane_knee_projection_angle,6.73,YELLOW
2005.07,knee_flexion_depth,8.96,YELLOW
2005.07,frontal_plane_knee_projection_angle,10.15,YELLOW
2005.1,knee_flexion_depth,63.84,YELLOW
2005.1,frontal_plane_knee_projection_angle,4.58,YELLOW
2005.13,knee_flexion_depth,52.67,YELLOW
2005.13,frontal_plane_knee_projection_angle,13.56,YELLOW
2005.16,knee_flexion_depth,71.07,YELLOW
2005.16,frontal_plane_knee_projection_angle,4.21,YELLOW
2005.19,knee_flexion_depth,23.99,YELLOW
2005.19,frontal_plane_knee_projection_angle,11.82,YELLOW
2005.22,knee_flexion_depth,74.72,YELLOW
2005.22,frontal_plane_knee_projection_angle,0.4,YELLOW
2005.25,knee_flexion_depth,52.6,YELLOW
2005.25,frontal_plane_knee_projection_angle,12.84,YELLOW
2005.28,knee_flexion_depth,66.54,YELLOW
2005.28,frontal_plane_knee_projection_angle,7.18,YELLOW
2005.31,knee_flexion_depth,31.72,YELLOW
2005.31,frontal_plane_knee_projection_angle,14.28,YELLOW
2005.34,knee_flexion_depth,73.42,YELLOW
2005.34,frontal_plane_knee_projection_angle,4.18,YELLOW
2005.37,knee_flexion_depth,20.2,YELLOW
2005.37,frontal_plane_knee_projection_angle,12.9,YELLOW
2005.4,knee_flexion_depth,73.59,YELLOW
2005.4,frontal_plane_knee_projection_angle,2.09,YELLOW
2005.43,knee_flexion_depth,39.2,YELLOW
2005.43,frontal_plane_knee_projection_angle,13.09,YELLOW
2005.46,knee_flexion_depth,70.92,YELLOW
2005.46,frontal_plane_knee_projection_angle,1.3,YELLOW
2005.49,knee_flexion_depth,44.3,YELLOW
2005.49,frontal_plane_knee_projection_angle,14.45,YELLOW
2005.52,knee_flexion_depth,62.68,YELLOW
2005.52,frontal_plane_knee_projection_angle,2.35,YELLOW
2005.55,knee_flexion_depth,58.33,YELLOW
2005.55,frontal_plane_knee_projection_angle,10.89,YELLOW
2005.58,knee_flexion_depth,72.73,YELLOW
2005.58,frontal_plane_knee_projection_angle,4.87,YELLOW
2005.61,knee_flexion_depth,18.57,YELLOW
2005.61,frontal_plane_knee_projection_angle,14.27,YELLOW
2005.64,knee_flexion_depth,66.64,YELLOW
2005.64,frontal_plane_knee_projection_angle,5.1,YELLOW
2005.67,knee_flexion_depth,24.72,YELLOW
2005.67,frontal_plane_knee_projection_angle,12.91,YELLOW
2005.7,knee_flexion_depth,62.44,YELLOW
2005.7,frontal_plane_knee_projection_angle,3.87,YELLOW
2005.73,knee_flexion_depth,58.22,YELLOW
2005.73,frontal_plane_knee_projection_angle,11.26,YELLOW
2005.76,knee_flexion_depth,69.79,YELLOW
2005.76,frontal_plane_knee_projection_angle,3.22,YELLOW
2005.79,knee_flexion_depth,47.46,YELLOW
2005.79,frontal_plane_knee_projection_angle,10.64,YELLOW
2005.82,knee_flexion_depth,74.45,YELLOW
2005.82,frontal_plane_knee_projection_angle,4.49,YELLOW
2005.85,knee_flexion_depth,17.96,YELLOW
2005.85,frontal_plane_knee_projection_angle,10.36,YELLOW
2005.88,knee_flexion_depth,62.53,YELLOW
2005.88,frontal_plane_knee_projection_angle,5.15,YELLOW
2005.91,knee_flexion_depth,23.5,YELLOW
2005.91,frontal_plane_knee_projection_angle,14.06,YELLOW
2005.94,knee_flexion_depth,66.42,YELLOW
2005.94,frontal_plane_knee_projection_angle,2.46,YELLOW
2005.97,knee_flexion_depth,38.88,YELLOW
2005.97,frontal_plane_knee_projection_angle,13.46,YELLOW
2006.0,knee_flexion_depth,62.49,YELLOW
2006.0,frontal_plane_knee_projection_angle,1.66,YELLOW
2006.03,knee_flexion_depth,7.01,YELLOW
2006.03,frontal_plane_knee_projection_angle,13.61,YELLOW
2006.06,knee_flexion_depth,69.89,YELLOW
2006.06,frontal_plane_knee_projection_angle,4.7,YELLOW
2006.09,knee_flexion_depth,51.34,YELLOW
2006.09,frontal_plane_knee_projection_angle,13.95,YELLOW
2006.12,knee_flexion_depth,68.72,YELLOW
2006.12,frontal_plane_knee_projection_angle,8.6,YELLOW
2006.15,knee_flexion_depth,16.3,YELLOW
2006.15,frontal_plane_knee_projection_angle,10.55,YELLOW
2006.18,knee_flexion_depth,64.02,YELLOW
2006.18,frontal_plane_knee_projection_angle,0.57,YELLOW
2006.21,knee_flexion_depth,34.16,YELLOW
2006.21,frontal_plane_knee_projection_angle,14.59,YELLOW
2006.24,knee_flexion_depth,60.59,YELLOW
2006.24,frontal_plane_knee_projection_angle,1.21,YELLOW
2006.27,knee_flexion_depth,29.83,YELLOW
2006.27,frontal_plane_knee_projection_angle,14.58,YELLOW
2006.3,knee_flexion_depth,64.71,YELLOW
2006.3,frontal_plane_knee_projection_angle,5.02,YELLOW
2006.33,knee_flexion_depth,7.28,YELLOW
2006.33,frontal_plane_knee_projection_angle,10.73,YELLOW
2006.36,knee_flexion_depth,74.7,YELLOW
2006.36,frontal_plane_knee_projection_angle,9.55,YELLOW
2006.39,knee_flexion_depth,5.27,YELLOW
2006.39,frontal_plane_knee_projection_angle,14.66,YELLOW
2006.42,knee_flexion_depth,69.52,YELLOW
2006.42,frontal_plane_knee_projection_angle,8.59,YELLOW
2006.45,knee_flexion_depth,29.97,YELLOW
2006.45,frontal_plane_knee_projection_angle,12.53,YELLOW
2006.48,knee_flexion_depth,67.28,YELLOW
2006.48,frontal_plane_knee_projection_angle,6.6,YELLOW
2006.51,knee_flexion_depth,12.67,YELLOW
2006.51,frontal_plane_knee_projection_angle,10.15,YELLOW
2006.54,knee_flexion_depth,64.59,YELLOW
2006.54,frontal_plane_knee_projection_angle,6.98,YELLOW
2006.57,knee_flexion_depth,16.08,YELLOW
2006.57,frontal_plane_knee_projection_angle,13.3,YELLOW
2006.6,knee_flexion_depth,74.45,YELLOW
2006.6,frontal_plane_knee_projection_angle,0.93,YELLOW
2006.63,knee_flexion_depth,41.93,YELLOW
2006.63,frontal_plane_knee_projection_angle,12.17,YELLOW
2006.66,knee_flexion_depth,72.94,YELLOW
2006.66,frontal_plane_knee_projection_angle,1.75,YELLOW
2006.69,knee_flexion_depth,43.03,YELLOW
2006.69,frontal_plane_knee_projection_angle,14.11,YELLOW
2006.72,knee_flexion_depth,74.07,YELLOW
2006.72,frontal_plane_knee_projection_angle,6.76,YELLOW
2006.75,knee_flexion_depth,32.29,YELLOW
2006.75,frontal_plane_knee_projection_angle,13.03,YELLOW
2006.78,knee_flexion_depth,72.95,YELLOW
2006.78,frontal_plane_knee_projection_angle,5.65,YELLOW
2006.81,knee_flexion_depth,6.67,YELLOW
2006.81,frontal_plane_knee_projection_angle,14.56,YELLOW
2006.84,knee_flexion_depth,70.27,YELLOW
2006.84,frontal_plane_knee_projection_angle,6.7,YELLOW
2006.87,knee_flexion_depth,16.84,YELLOW
2006.87,frontal_plane_knee_projection_angle,13.23,YELLOW
2006.9,knee_flexion_depth,65.87,YELLOW
2006.9,frontal_plane_knee_projection_angle,6.45,YELLOW
2006.93,knee_flexion_depth,10.85,YELLOW
2006.93,frontal_plane_knee_projection_angle,13.22,YELLOW
2006.96,knee_flexion_depth,74.89,YELLOW
2006.96,frontal_plane_knee_projection_angle,0.48,YELLOW
2006.99,knee_flexion_depth,58.65,YELLOW
2006.99,frontal_plane_knee_projection_angle,11.99,YELLOW
2007.02,knee_flexion_depth,72.97,YELLOW
2007.02,frontal_plane_knee_projection_angle,7.75,YELLOW
2007.05,knee_flexion_depth,36.13,YELLOW
2007.05,frontal_plane_knee_projection_angle,13.62,YELLOW
2007.08,knee_flexion_depth,73.09,YELLOW
2007.08,frontal_plane_knee_projection_angle,4.0,YELLOW
2007.11,knee_flexion_depth,22.95,YELLOW
2007.11,frontal_plane_knee_projection_angle,13.27,YELLOW
2007.14,knee_flexion_depth,72.04,YELLOW
2007.14,frontal_plane_knee_projection_angle,7.55,YELLOW
2007.17,knee_flexion_depth,48.8,YELLOW
2007.17,frontal_plane_knee_projection_angle,12.13,YELLOW
2007.2,knee_flexion_depth,72.19,YELLOW
2007.2,frontal_plane_knee_projection_angle,1.19,YELLOW
2007.23,knee_flexion_depth,34.89,YELLOW
2007.23,frontal_plane_knee_projection_angle,10.03,YELLOW
2007.26,knee_flexion_depth,64.84,YELLOW
2007.26,frontal_plane_knee_projection_angle,3.63,YELLOW
2007.29,knee_flexion_depth,26.75,YELLOW
2007.29,frontal_plane_knee_projection_angle,13.41,YELLOW
2007.32,knee_flexion_depth,65.79,YELLOW
2007.32,frontal_plane_knee_projection_angle,4.44,YELLOW
2007.35,knee_flexion_depth,18.04,YELLOW
2007.35,frontal_plane_knee_projection_angle,11.83,YELLOW
2007.38,knee_flexion_depth,63.39,YELLOW
2007.38,frontal_plane_knee_projection_angle,0.72,YELLOW
2007.41,knee_flexion_depth,38.13,YELLOW
2007.41,frontal_plane_knee_projection_angle,13.27,YELLOW
2007.44,knee_flexion_depth,69.23,YELLOW
2007.44,frontal_plane_knee_projection_angle,4.59,YELLOW
2007.47,knee_flexion_depth,25.85,YELLOW
2007.47,frontal_plane_knee_projection_angle,14.23,YELLOW
2007.5,knee_flexion_depth,67.73,YELLOW
2007.5,frontal_plane_knee_projection_angle,4.74,YELLOW
2007.53,knee_flexion_depth,6.41,YELLOW
2007.53,frontal_plane_knee_projection_angle,11.67,YELLOW
2007.56,knee_flexion_depth,65.66,YELLOW
2007.56,frontal_plane_knee_projection_angle,3.95,YELLOW
2007.59,knee_flexion_depth,36.85,YELLOW
2007.59,frontal_plane_knee_projection_angle,12.61,YELLOW
2007.62,knee_flexion_depth,69.06,YELLOW
2007.62,frontal_plane_knee_projection_angle,7.57,YELLOW
2007.65,knee_flexion_depth,49.63,YELLOW
2007.65,frontal_plane_knee_projection_angle,13.52,YELLOW
2007.68,knee_flexion_depth,74.24,YELLOW
2007.68,frontal_plane_knee_projection_angle,0.18,YELLOW
2007.71,knee_flexion_depth,15.75,YELLOW
2007.71,frontal_plane_knee_projection_angle,10.04,YELLOW
2007.74,knee_flexion_depth,69.65,YELLOW
2007.74,frontal_plane_knee_projection_angle,8.89,YELLOW
2007.77,knee_flexion_depth,18.37,YELLOW
2007.77,frontal_plane_knee_projection_angle,14.54,YELLOW
2007.8,knee_flexion_depth,60.9,YELLOW
2007.8,frontal_plane_knee_projection_angle,9.25,YELLOW
2007.83,knee_flexion_depth,24.3,YELLOW
2007.83,frontal_plane_knee_projection_angle,10.5,YELLOW
2007.86,knee_flexion_depth,67.24,YELLOW
2007.86,frontal_plane_knee_projection_angle,2.54,YELLOW
2007.89,knee_flexion_depth,20.64,YELLOW
2007.89,frontal_plane_knee_projection_angle,11.51,YELLOW
2007.92,knee_flexion_depth,71.97,YELLOW
